"STATISTIC","Statistic","TLIST(A1)","Year","C03113V03763","Test Centre","UNIT","VALUE"
"ROA09","Waiting at Driver Testing Centres","2016","2016","16","Clifden","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2016","2016","17","Ennis","Weeks","16"
"ROA09","Waiting at Driver Testing Centres","2016","2016","18","Galway","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2016","2016","19","Loughrea","Weeks","16"
"ROA09","Waiting at Driver Testing Centres","2016","2016","20","Roscommon","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","21","Tuam","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2016","2016","22","Ballina","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","23","Buncrana","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","24","Carrick-on-Shannon","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2016","2016","25","Cavan","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2016","2016","26","Donegal","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2016","2016","27","Letterkenny","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2016","2016","28","Longford","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2016","2016","29","Monaghan","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2016","2016","30","Sligo","Weeks","16"
"ROA09","Waiting at Driver Testing Centres","2016","2016","31","Carlow","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2016","2016","32","Clonmel","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2016","2016","33","Dungarvan","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","34","Kilkenny","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2016","2016","35","Nenagh","Weeks","17"
"ROA09","Waiting at Driver Testing Centres","2016","2016","36","Portlaoise","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","37","Thurles","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","38","Tipperary","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2016","2016","39","Waterford","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","40","Wexford","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2016","2016","41","Cork","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","42","Killarney","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2016","2016","43","Kilrush","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","44","Limerick","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","45","Mallow","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2016","2016","46","Newcastlewest","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2016","2016","47","Shannon","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2016","2016","48","Skibbereen","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","49","Tralee","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","50","Churchtown","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2017","2017","01","Dundalk","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2017","2017","02","Finglas","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2017","2017","03","Mullingar","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2017","2017","05","Navan","Weeks","16"
"ROA09","Waiting at Driver Testing Centres","2017","2017","06","Raheny","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2017","2017","07","Gorey","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2017","2017","08","Naas","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2017","2017","09","Rathgar","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2017","2017","10","Tallaght","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2017","2017","11","Tullamore","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2017","2017","12","Wicklow","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2017","2017","13","Athlone","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2017","2017","14","Birr","Weeks","19"
"ROA09","Waiting at Driver Testing Centres","2017","2017","15","Castlebar","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2017","2017","16","Clifden","Weeks","18"
"ROA09","Waiting at Driver Testing Centres","2017","2017","17","Ennis","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2017","2017","18","Galway","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2017","2017","19","Loughrea","Weeks","17"
"ROA09","Waiting at Driver Testing Centres","2017","2017","20","Roscommon","Weeks","17"
"ROA09","Waiting at Driver Testing Centres","2017","2017","21","Tuam","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2017","2017","22","Ballina","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2017","2017","23","Buncrana","Weeks","19"
"ROA09","Waiting at Driver Testing Centres","2017","2017","24","Carrick-on-Shannon","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2017","2017","25","Cavan","Weeks","17"
"ROA09","Waiting at Driver Testing Centres","2017","2017","26","Donegal","Weeks","19"
"ROA09","Waiting at Driver Testing Centres","2017","2017","27","Letterkenny","Weeks","18"
"ROA09","Waiting at Driver Testing Centres","2017","2017","28","Longford","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2017","2017","29","Monaghan","Weeks","16"
"ROA09","Waiting at Driver Testing Centres","2017","2017","30","Sligo","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2017","2017","31","Carlow","Weeks","16"
"ROA09","Waiting at Driver Testing Centres","2017","2017","32","Clonmel","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2017","2017","33","Dungarvan","Weeks","18"
"ROA09","Waiting at Driver Testing Centres","2017","2017","34","Kilkenny","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2017","2017","35","Nenagh","Weeks","18"
"ROA09","Waiting at Driver Testing Centres","2017","2017","36","Portlaoise","Weeks","16"
"ROA09","Waiting at Driver Testing Centres","2017","2017","37","Thurles","Weeks","20"
"ROA09","Waiting at Driver Testing Centres","2017","2017","38","Tipperary","Weeks","23"
"ROA09","Waiting at Driver Testing Centres","2017","2017","39","Waterford","Weeks","18"
"ROA09","Waiting at Driver Testing Centres","2017","2017","40","Wexford","Weeks","19"
"ROA09","Waiting at Driver Testing Centres","2017","2017","41","Cork","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2017","2017","42","Killarney","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2017","2017","43","Kilrush","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2017","2017","44","Limerick","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2017","2017","45","Mallow","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2017","2017","46","Newcastlewest","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2017","2017","47","Shannon","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2017","2017","48","Skibbereen","Weeks","16"
"ROA09","Waiting at Driver Testing Centres","2017","2017","49","Tralee","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2017","2017","50","Churchtown","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2018","2018","01","Dundalk","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2018","2018","02","Finglas","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2018","2018","03","Mullingar","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2018","2018","05","Navan","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2018","2018","06","Raheny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2018","2018","07","Gorey","Weeks","18"
"ROA09","Waiting at Driver Testing Centres","2018","2018","08","Naas","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2018","2018","09","Rathgar","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2018","2018","10","Tallaght","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2018","2018","11","Tullamore","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2018","2018","12","Wicklow","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2018","2018","13","Athlone","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2018","2018","14","Birr","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2018","2018","15","Castlebar","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2018","2018","16","Clifden","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2018","2018","17","Ennis","Weeks","18"
"ROA09","Waiting at Driver Testing Centres","2018","2018","18","Galway","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2018","2018","19","Loughrea","Weeks","16"
"ROA09","Waiting at Driver Testing Centres","2018","2018","20","Roscommon","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2018","2018","21","Tuam","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2018","2018","22","Ballina","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2018","2018","23","Buncrana","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2018","2018","24","Carrick-on-Shannon","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2018","2018","25","Cavan","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2018","2018","26","Donegal","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2018","2018","27","Letterkenny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2018","2018","28","Longford","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2018","2018","29","Monaghan","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2018","2018","30","Sligo","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2018","2018","31","Carlow","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2018","2018","32","Clonmel","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2018","2018","33","Dungarvan","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2018","2018","34","Kilkenny","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2018","2018","35","Nenagh","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2018","2018","36","Portlaoise","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2018","2018","37","Thurles","Weeks","20"
"ROA09","Waiting at Driver Testing Centres","2018","2018","38","Tipperary","Weeks","18"
"ROA09","Waiting at Driver Testing Centres","2018","2018","39","Waterford","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2018","2018","40","Wexford","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2018","2018","41","Cork","Weeks","17"
"ROA09","Waiting at Driver Testing Centres","2018","2018","42","Killarney","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2018","2018","43","Kilrush","Weeks","20"
"ROA09","Waiting at Driver Testing Centres","2018","2018","44","Limerick","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2018","2018","45","Mallow","Weeks","18"
"ROA09","Waiting at Driver Testing Centres","2018","2018","46","Newcastlewest","Weeks","16"
"ROA09","Waiting at Driver Testing Centres","2018","2018","47","Shannon","Weeks","18"
"ROA09","Waiting at Driver Testing Centres","2018","2018","48","Skibbereen","Weeks","17"
"ROA09","Waiting at Driver Testing Centres","2018","2018","49","Tralee","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2018","2018","50","Churchtown","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2019","2019","01","Dundalk","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","02","Finglas","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","03","Mullingar","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","05","Navan","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","06","Raheny","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","07","Gorey","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2019","2019","08","Naas","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2019","2019","09","Rathgar","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2019","2019","10","Tallaght","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","11","Tullamore","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","12","Wicklow","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","13","Athlone","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","14","Birr","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","15","Castlebar","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","16","Clifden","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","17","Ennis","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","18","Galway","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","19","Loughrea","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","20","Roscommon","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","21","Tuam","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","22","Ballina","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2019","2019","23","Buncrana","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","24","Carrick-on-Shannon","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","25","Cavan","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","26","Donegal","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","27","Letterkenny","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","28","Longford","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","29","Monaghan","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","30","Sligo","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","31","Carlow","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2019","2019","32","Clonmel","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","33","Dungarvan","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","34","Kilkenny","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","35","Nenagh","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2019","2019","36","Portlaoise","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","37","Thurles","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","38","Tipperary","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","39","Waterford","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","40","Wexford","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","41","Cork","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","42","Killarney","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","43","Kilrush","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2019","2019","44","Limerick","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","45","Mallow","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","46","Newcastlewest","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","47","Shannon","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","48","Skibbereen","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2019","2019","49","Tralee","Weeks","5"
"ROA09","Waiting at Driver Testing Centres","2019","2019","50","Churchtown","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","01","Dundalk","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","02","Finglas","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","03","Mullingar","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","05","Navan","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","06","Raheny","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","07","Gorey","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","08","Naas","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","09","Rathgar","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","10","Tallaght","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","11","Tullamore","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","12","Wicklow","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","13","Athlone","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","14","Birr","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","15","Castlebar","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","16","Clifden","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","17","Ennis","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","18","Galway","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","19","Loughrea","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","20","Roscommon","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","21","Tuam","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","22","Ballina","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","23","Buncrana","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","24","Carrick-on-Shannon","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","25","Cavan","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","26","Donegal","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","27","Letterkenny","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","28","Longford","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","29","Monaghan","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","30","Sligo","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","31","Carlow","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","32","Clonmel","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","33","Dungarvan","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","34","Kilkenny","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","35","Nenagh","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","36","Portlaoise","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","37","Thurles","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","38","Tipperary","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","39","Waterford","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","40","Wexford","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","41","Cork","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","42","Killarney","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","43","Kilrush","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","44","Limerick","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","45","Mallow","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","46","Newcastlewest","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","47","Shannon","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","48","Skibbereen","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","49","Tralee","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2020","2020","50","Churchtown","Weeks",""
